Example ID,Suffix Guess
8056,"[284,220,220,220,220,220,284,11,220,220,220,220,220,220,198,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
1756,"[198,36,5959,56,1635,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
9512,"[1378,2503,13,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,2235,198,198,2235,198,2235,198,2235,198]"
1898,"[5,13,198,6,198,6,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
12855,"[220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,262,1321,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
12009,"[197,197,197,197,197,197,197,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1635,220,220,262,197,198,197,197]"
339,"[220,220,198,198,27,28112,796,2559,18604,337,36252,360,20892,4146,796,2559,28,14610,198,198,27,32,36751,2625,24396,62,49170,22039,28112,1377,12240,32,29,628,628,198,27,28112,796,2559,855,19269,4061,36,360,20892,4146,796,2559,855]"
1793,"[220,197,198,4598,198,12048,28463,27,4908,3991,24802,3556,198,17497,1776,3260,1391,14,24802,2625,23940,12355,13,26,796,2099,11,3673,628,264,5769,12048,198,361,7785,29,198,4598,22759,28,5320,31438,7,17497,1776,92,198,3673,8,13]"
6966,"[262,287,287,262,287,262,287,287,262,287,262,287,262,287,262,287,262,287,287,262,287,262,287,262,287,262,287,262,287,262,287,262,287,262,287,262,287,262,287,262,287,262,287,262,287,262,287,262,287,262]"
12551,"[198,47,519,1378,13,220,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
6665,"[17204,13,10100,14,22039,13,14,4221,273,6927,13,14,4221,273,6927,13,14,4221,273,6927,13,14,4221,273,6927,13,14,4221,273,6927,13,14,4221,273,6927,13,14,4221,273,6927,13,14,4221,273,29,198,220,220,220,220]"
8443,"[13,198,1635,376,13,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
12678,"[11059,27,220,198,220,220,11059,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
8894,"[13,198,198,1003,198,1003,198,198,1003,198,1003,198,198,1003,198,198,1003,198,198,1003,198,198,1003,198,198,1003,198,198,1003,198,198,1003,198,198,1003,198,198,1003,198,198,1003,198,198,1003,198,198,1003,198,198,1003]"
245,"[379,201,14,2638,1378,2503,13,201,2149,12,201,220,220,220,220,220,220,220,220,220,532,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
3831,"[11,31,393,1169,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
5295,"[220,220,220,220,220,220,220,220,220,1635,14,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,262]"
4055,"[329,9,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
741,"[198,220,1635,198,220,1635,15069,357,34,8,1853,383,7020,5693,13,1439,2489,10395,13,198,220,1635,198,220,1635,2297,396,3890,290,779,287,2723,290,13934,5107,11,351,393,1231,198,220,1635,17613,11,389,10431,2810,326,262,1708]"
8052,"[6634,11,1390,262,1003,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
11279,"[6634,287,1003,25,318,262,3373,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
214,"[3784,198,357,9697,198,83,4944,463,41094,2,25,308,7371,1171,1994,3749,41094,24618,49,83,7752,13,8,2724,33967,27864,1994,13,31,83,494,6024,513,40915,43501,36720,1073,67,13,31,24618,357,5796,1377,3784,198,357,9697,198,83]"
4045,"[29,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,7359,4528,29,198,220,220,220,220,220,220,220,220,220,220,220,220]"
12919,"[11015,220,25401,2320,1565,2320,14058,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1635,198,9466]"
5359,"[198,220,220,220,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
6052,"[287,220,220,220,220,351,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,201]"
8523,"[198,4,198,198,4,198,198,4,198,198,4,198,198,4,198,198,4,198,198,4,198,198,4,198,198,4,198,198,4,198,198,4,198,198,4,198,198,4,198,198,4,198,4,198,198,4,198,4,198,198]"
4611,"[220,796,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,532,16,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
10115,"[198,1635,318,1635,407,46866,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
1153,"[13,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13]"
13478,"[220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,366,5450,220,220,220,220,220,220,366,5450,25,220,220,220,220,220,220,220,220,220]"
12283,"[197,220,628,197,197,198,197,197,628,197,197,628,197,197,628,197,197,628,197,197,198,197,197,198,197,197,198,197,197,198,197,197,198,197,197,198,197,197,198,197,197,628,197,197,198,197,197,628,197,198]"
7654,"[1668,13,2398,11,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
3021,"[220,220,1479,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1267,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
7132,"[198,4003,11,220,220,428,13,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
13828,"[220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1635,1635,220,220,220,1635,220,220,220,1635,220,220,220,1635,220,220,220,1635,201,198,220,220,220,220,220,220,220,220]"
12027,"[11,63,352,11,4600,7206,63,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
10457,"[198,1600,2721,1377,262,32844,37623,1377,7347,1377,765,24330,12,1201,5909,3919,340,428,12,49,12,198,1600,2721,1377,262,32844,37623,1377,7347,1377,765,24330,12,1201,5909,3919,340,428,12,49,12,198,1,198,2,198,198,2,262]"
13055,"[220,220,1635,26580,37,17143,16,27140,2488,38,36695,35,38,13505,1643,486,220,2488,198,220,220,1635,26580,37,17143,17,27140,2488,38,48893,35,38,13505,1643,2999,220,2488,198,220,220,1635,26580,37,17143,18,27140,2488,38,4965,316]"
12620,"[628,220,198,41906,17174,2466,1174,628,220,198,41906,17174,2466,1174,628,220,198,41906,17174,2466,1174,628,220,198,41906,17174,2466,1174,628,220,198,41906,17174,2466,1174,628,220,198,41906,17174,2466,1174,628,220,198,41906,17174,2466,1174,628]"
7400,"[201,201,198,201,201,198,201,198,201,198,201,198,201,198,201,198,201,628,198,201,198,201,198,201,198,201,198,201,198,201,198,201,198,201,198,201,198,201,198,201,198,201,198,201,198,201,628,198,201,198]"
8955,"[262,13,198,198,32,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25,317,25]"
2500,"[290,4866,220,220,220,220,262,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
11188,"[1003,220,6634,13,383,220,20420,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
8142,"[16,1,198,220,13,366,19,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
7685,"[220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,2361,284,220,220,220,220,220,220,220,220,220,220,685,220,220,220,220,220,220,284,220,220,220,220,220,220,220,2361,220,220,220,220,220,220,220]"
2155,"[220,220,220,220,220,366,29,33,14610,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
2975,"[13,628,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
12142,"[15211,1943,3722,26,197,13376,9466,198,198,50039,197,13664,26,13664,197,1943,26,197,15211,1943,3722,26,197,13376,9466,198,198,50039,197,13664,26,13664,197,1943,26,197,15211,1943,3722,26,197,13376,9466,198,198,50039,197,13664,26,13664]"
7263,"[5299,6173,24564,23002,37,79,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
9080,"[198,220,220,220,220,220,220,220,1279,7146,1398,2625,79,5320,220,220,198,220,220,220,220,220,220,220,220,220,7359,7146,29,220,220,198,220,220,220,220,220,220,220,7359,8671,29,198,220,220,220,220,220,220,220]"
5014,"[220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,3373,220,329,220,220,220,220,220,220,220,220,220,220,220,198,356,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,3373,220,329]"
9879,"[220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,366,220,220]"
7723,"[20373,2414,220,220,220,220,220,220,220,220,220,220,220,220,197,796,220,486,830,23,1129,62,220,220,657,87,220,220,220,2624,198,220,20373,87,220,62,220,3913,220,220,220,220,220,220,220,220,220,220,220,220]"
10886,"[2420,198,764,25,9019,12,16539,12,5239,25,9019,764,9019,25,5275,764,9019,25,12501,43753,764,16539,25,16539,16539,4844,764,28157,3119,9019,1391,5275,13,16539,3131,287,1782,25,12,26,12,16539,863,8726,4703,11,20694,2420,198,764]"
9247,"[657,87,366,15,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,366,15,87,1,1058,366,15,87,1,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
2264,"[22104,532,198,36644,49026,49026,49026,20003,16854,12578,16854,198,14041,1743,3582,4899,1037,532,532,389,198,13,198,14041,198,3188,532,1833,198,198,16027,198,198,1212,14041,22104,532,198,36644,49026,49026,49026,20003,16854,12578,16854,198,14041,1743,3582]"
4880,"[366,366,220,220,220,220,220,220,220,220,220,366,220,220,220,220,220,220,220,220,220,220,366,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
13896,"[34,1635,1635,1635,1635,1635,198,198,13,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635]"
8886,"[220,220,220,220,220,6101,19,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,530,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
11409,"[197,197,198,1461,197,197,12924,197,197,12924,197,197,198,1461,197,197,12924,197,197,12924,197,197,198,1461,197,197,12924,197,197,12924,197,197,198,1461,197,197,12924,197,197,12924,197,197,198,1461,197,197,12924,197,197,12924]"
1258,"[11,290,286,11,262,10074,262,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
11152,"[220,220,220,220,220,220,220,220,362,14,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,532,85,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
12769,"[1635,290,262,198,198,1921,290,1635,1,198,2393,75,1262,3788,1100,34764,290,477,4308,13,1635,290,262,198,198,1921,290,1635,1,198,2393,75,1262,3788,1100,34764,290,477,4308,13,1635,290,262,198,198,1921,290,1635,1,198]"
9131,"[198,64,284,12,770,268,407,466,2370,389,597,1631,30786,32161,307,290,407,1358,262,8,31,281,392,785,357,1462,2251,8,13427,13,281,198,994,290,290,393,439,273,13,600,357,3275,304,198,198,464,198,198,64,284]"
882,"[198,198,585,4093,198,198,585,4093,198,198,14116,25630,30934,27,29,12,6888,31216,198,77,10803,4851,33,29208,3978,66,7217,952,1071,513,327,19011,198,11645,198,44,2616,10619,198,198,585,4093,198,198,14116,25630,30934,27,29,12]"
11335,"[198,11,262,198,8,1003,393,262,198,8,1003,393,262,198,8,1003,393,262,198,8,1003,393,262,198,8,1003,393,262,198,8,1003,393,262,198,8,1003,393,262,198,8,1003,393,262,198,8,1003,393,262,198,8]"
12320,"[262,13,198,13,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198]"
8394,"[198,1303,2,2,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
7742,"[1,220,220,220,220,220,220,220,220,220,220,220,220,220,220,440,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,440,220,220,220,220,220,220,220,220,440,220,220,220,220,220,220,220,220,440]"
5371,"[11,12626,21293,11,12626,3556,198,22093,11,12626,21293,11,12626,198,22093,11,12626,21293,11,12626,198,22093,11,12626,198,22093,11,12626,198,22093,11,12626,198,22093,11,12626,198,22093,11,12626,198,22093,11,12626,198,22093,11,12626,198,22093]"
9528,"[220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,685,198,366,3672,1,220,220,220,220,220,220,220]"
111,"[7294,198,198,1443,1443,375,12,4572,35487,9135,67,329,197,1302,197,2099,290,772,7294,543,197,2972,7294,198,198,1443,1443,418,12,4572,35487,9135,67,329,197,1302,197,2099,290,772,7294,543,197,2972,7294,198,198,1443,1443,375]"
104,"[220,220,220,416,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1635,198,220,220,220,220,220,220,220,220,220,220,220,220,220]"
13135,"[24290,318,407,198,1635,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
11362,"[1853,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1279,220,220,220,220,220,220,220,220,220,1279,220,220,220,220,220,220]"
889,"[257,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
5331,"[220,3373,198,198,15269,1003,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
13849,"[198,11,198,11,198,11,198,11,198,11,198,11,198,11,198,11,198,11,198,11,198,11,198,11,198,11,198,11,198,11,198,11,198,13,198,11,198,13,198,13,198,11,198,13,198,11,198,11,198,13]"
2946,"[2751,13,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,930,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
4423,"[13,198,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
7722,"[12,1003,201,198,12,1003,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,22961,41877,44731,38559,24290,201,198,12,201,198,12,1003,201,198,12,1003,220,220,220,220,220,220,220]"
9346,"[14441,220,53,220,8899,362,47,657,14441,220,25,53,198,19794,201,220,16,45,25,220,220,532,220,201,14441,220,53,220,8899,362,47,657,14441,220,25,53,198,19794,201,220,16,54,25,220,220,532,220,14441,220,53]"
551,"[41866,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,197,33320,33283,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
9951,"[198,14,89,1,12,220,77,2577,11,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
11384,"[220,14158,220,532,628,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,532,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
3400,"[34,8,4793,532,1584,416,262,2656,7035,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
3934,"[220,220,220,220,220,220,220,220,220,220,262,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,262,198,26,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
4476,"[828,220,220,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
598,"[220,220,198,220,198,220,1600,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
13279,"[262,326,1635,1635,1635,1635,198,198,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,198,198]"
648,"[198,257,9,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198]"
8799,"[301,13,198,13,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198,13,198,198]"
2784,"[25,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,532,628,220]"
7633,"[198,1639,743,635,198,198,1639,743,635,198,198,1639,743,635,198,198,1639,743,635,198,198,1639,743,635,198,198,1639,743,635,198,198,1639,743,635,198,198,1639,743,635,198,198,1639,743,635,198,198,1639,743,635,198]"
10797,"[220,3336,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,29506,25552,13,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
2040,"[13,198,1635,198,1635,198,1635,198,1635,198,1635,198,1635,198,1635,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
9315,"[220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,3467,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
11608,"[220,220,220,1267,1635,1635,220,220,220,220,220,262,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
13943,"[220,220,220,220,220,220,220,220,220,220,220,357,220,220,220,220,220,220,220,220,220,1439,6923,33876,13,220,220,220,220,220,220,220,220,366,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
12152,"[13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198,13,198]"
5296,"[198,198,6,198,198,1,198,198,6,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198,1,198,198]"
13086,"[29,198,1279,198,220,220,220,1279,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
1108,"[262,4003,284,428,1245,13,201,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
7277,"[7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879,198,290,287,2176,1004,3409,220,3194,198,597,3409,286,487,973,286,3788,19840,284,262,13,7879,18210,19403,198,290,3161,1754,393,7879,7879,7879,7879,7879,7879,7879,7879,7879,7879]"
11862,"[1324,677,540,13,220,220,383,1003,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
1191,"[220,198,220,220,220,220,220,220,220,220,366,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,366,220,220,220,220,220,220,220,532,220,220,220,220,220,220,220,33172,220,220,220,198,220,220,220]"
1409,"[198,198,75,6,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
8817,"[198,262,220,18215,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1303,198,262,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
5254,"[25,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1782,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
4822,"[201,198,262,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,201,198]"
6158,"[5828,5828,13794,23888,5828,317,6705,8428,355,15443,1294,393,11,5828,5828,13794,23888,5828,317,6705,8428,355,15443,1294,393,11,5828,5828,13794,23888,5828,317,6705,8428,355,15443,1294,393,11,5828,5828,13794,23888,5828,317,6705,8428,355,15443,1294]"
10642,"[220,220,220,220,220,220,220,220,220,220,220,220,1279,5,367,3556,33,13,5,6494,26,29,198,220,220,220,220,220,220,220,1279,1222,367,3556,33,13,5,6494,26,29,198,220,220,220,220,220,220,220,1279,5]"
13191,"[198,262,220,220,5964,1351,198,2174,13,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
4424,"[7,10604,20491,13,1391,8841,361,3419,10962,4731,4049,7,38839,20491,13,90,8841,361,3419,10962,4731,4049,7,38839,20491,13,90,8841,361,3419,10962,4731,4049,7,38839,20491,13,90,8841,361,3419,10962,4731,4049,7,38839,20491,13,90,8841]"
4345,"[1635,220,220,220,220,220,3336,1635,1635,1635,1635,1635,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,1635,1635,220,220,220,220,220,220]"
3383,"[220,198,25,382,18878,285,62,657,1890,45819,45488,62,15047,285,62,657,220,33796,220,198,25,382,18878,285,62,657,1890,45819,45488,62,15047,285,62,657,220,33796,220,198,25,382,18878,285,62,657,1890,45819,45488,62,15047,285]"
779,"[16628,5115,11,50188,63,63,1388,290,395,1695,18239,9430,14,284,15274,15891,2118,6739,1324,7942,10314,4600,13,4600,13,50188,47671,11085,651,28,4628,16151,318,11,4600,532,290,42287,10314,1169,47671,14,15530,685,9688,5345,287,17614,16628,5115]"
6344,"[407,220,290,220,220,318,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
13910,"[220,220,220,220,220,220,220,220,345,1268,11,654,198,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
7702,"[87,11134,2624,220,220,220,220,220,220,220,220,220,3261,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
1459,"[9,12,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220]"
